,text,category
22,brief juni appellant gereageerd brief verweerder mei waarin meegedeeld gemaakte kosten toepassing bestuursdwang ten aanzien naam verhaald daarin stelt appellant standpunt verweerder brief verantwoording afgelegd geleden materiële immateriële schade veroorzaakt doordat verweerder onrechtmatig gehandeld volgens appellant maakt verweerder alleen erger zogenaamde geste rekening kosten komt,1
22,brief mei aangemerkt beschikking vaststelling kosten bestuursdwang stelt college vast brief appellant juni blijkt appellant bezwaar mededeling verweerder kosten toegepaste bestuursdwang verhaald betekent beroep mede betrekking brief inhoud daarvan college behoeft beoordeeld valt brief appellant leiden verweerder verantwoordelijk houdt schade stelt geleden gevolg onrechtmatig handelen verweerder daarover gaat brief verweerder mei echter onderwerp komt hierna orde beoordeling beroep bestreden besluit,1
22,appellant stelt weliswaar tevreden bezwaar primaire besluit gegrond verklaard primaire besluit herroepen motivering ontoereikend acht cruciale punten overeenkomstig waarheid name standpunt verweerder primaire besluit terecht vastgesteld enig moment sprake overtreding artikel aanhef onder c bhd,1
22,verweerder stelt appellant procesbelang beroep appellant opkomt besluit alleen overwegingen besluit dragen,1
22,college overweegt vaste rechtspraak procesbelang ontbreekt resultaat indiener beroepschrift beroep bereiken daadwerkelijk bereikt realiseren resultaat feitelijke hooguit theoretische betekenis zie bijvoorbeeld uitspraak college mei ecli nl cbb anders gezegd appellant beroep betere positie komen mag alleen principiële kwestie gaan procesbelang ontbreekt beroep ontvankelijk,0
22,beroep appellant betere positie komen waarin gegrondverklaring bezwaar herroeping primaire besluit bestreden besluit terecht gekomen beslissing opgelegde last onder bestuursdwang definitief tafel appellant opvatting verweerder genoemde overtreding terecht vastgesteld daarin verandering brengen indien college beroepsgrond appellant beoordelen opvatting volgen daaraan immers ander verstrekkender rechtsgevolg verbonden betekent appellant procesbelang beroep,1
22,voorgaande leidt conclusie beroep bestreden besluit ontvankelijk beroepsgronden appellant besluit aangevoerd daarom verder besproken beoordeling verzoek schadevergoeding,1
22,aanleiding hiervoor genoemde verzoek schadevergoeding appellant college onderzoek ter zitting september geschorst ten einde partijen gelegenheid stellen elkaar gaan praten eventuele schadevergoeding januari daarover gesprek plaatsgevonden tussen appellant medewerker rvo brief appellant juni verweerder verslag uitgebracht gesprek brief blijkt volgende verweerder erkend primaire besluit onrechtmatig genomen naam ten onrechte onder toepassing bestuursdwang appellant weggehaald geopereerd betrekking gevorderde schadevergoeding,1
22,verweerder standpunt gesteld alleen gehouden schade vergoeden ontstaan onrechtmatige primaire besluit schade ontstaan tijdens uitoefenen toezicht feitelijk handelen dient principe toezichthoudende instantie geval politie lid aansprakelijk gesteld vergoeding immateriële schade appellant hond ligt rede gelet omstandigheden verweerder appellant tegemoet komen appellant daarom vergoeding,1
22,aangeboden daarbij eis stellen appellant bewijsstukken betrekking geleden schade overleggen brief vermeldt verder appellant desgevraagd verweerder laten weten beschikt facturen herstelwerkzaamheden gevolg forceren deur gescheurde overhemd schade vriend hersteld nadat benodigdheden aangeschaft bouwmarkt volgens brief appellant aangeboden bedrag,1
22,aanvaard tijdens nadere zitting november college verzoek schadevergoeding appellant verder behandeld,1
22,appellant schade begroot,1
22,vermeerderen wettelijke rente bedrag volgt gespecificeerd bedrag opgebouwd vier kostenposten schade kozijn deur slot intercom bel schilderij overhemd vordert appellant bedrag,8
22,voeren verweer proceskosten bestaande onder kosten vervoer portokosten telefoonkosten vordert appellant bedrag,9
22,immateriële schade naam ervaren leed respectievelijk ervaren leed verzoekt appellant vergoeding,1
22,totaal,8
22,,8
22,ter zitting verweerder benadrukt,4
22,genoemde bedrag,8
22,coulance appellant aangeboden schade kozijn deur slot intercom bel schilderij overhemd toegerekend verweerder volgens gaat feitelijk handelen politie lid weliswaar opdracht verweerder bestuursdwang uitgevoerd verweerder verantwoordelijkheid medewerkers lid politie vergoeding immateriële schade appellant hond geleden leed ruimte aldus verweerder,1
22,beoordeling verzoek schadevergoeding zoekt college zoveel mogelijk aansluiting civiele schadevergoedingsrecht toekennen schadevergoeding alleen sprake blijkt schade geleden gevolg onrechtmatig besluit onrechtmatigheid dient vervolgens bestuursorgaan toe rekenen artikel burgerlijk wetboek bw bepaald vergoeding aanmerking komt schade zodanig verband staat gebeurtenis waarop aansprakelijkheid schuldenaar berust schade schuldenaar gevolg gebeurtenis toegerekend vraag schade zodanig verband staat gebeurtenis waarop aansprakelijkheid berust aangesprokene gevolg gebeurtenis toegerekend beantwoord hand objectieve factoren aard aansprakelijkheid schade kader objectief inzicht voorzienbaar waarschijnlijk rol spelen zie arrest hoge raad februari ecli nl hr concrete geval weegt rechter relevante factoren onderlinge samenhang elkaar verder causaal verband bestaan tussen gestelde schade onrechtmatige besluit sprake relativiteit slot verzoeker aannemelijk maken gestelde schade geleden,8
22,bestreden besluit verweerder primaire besluit herroepen brief juni verweerder erkend last ten onrechte appellant opgelegd grond daarvan toegepaste bestuursdwang onrechtmatig verweerder bevestigd ter zitting november gelet hierop staat vast primaire besluit onrechtmatig onrechtmatigheid wordt beginsel toegerekend minister basis artikel derde lid bw materiële schade,1
22,appellant gesteld binnentreden augustus tijdens hercontrole schade toegebracht deur kozijn deur slot intercom bel schilderij overhemd volgens appellant politie lid grof geweld huis binnengedrongen waarbij muur geduwd hierbij blauwe plekken opgelopen overhemd gescheurd plexiglazen schilderijtje kapot gevallen appellant twee foto s overgelegd waarop rode plek arm appellant zien alsmede verklaring naam september opmerking college bestaande datum staat verklaring onder inhoudt waargenomen augustus,1
22,anders verweerder meent college oordeel schade veroorzaakt forceren voordeur appellant uitvoeren primaire besluit oplegging last onder bestuursdwang gevolg onrechtmatige besluit verweerder toegerekend college betrekt hierbij betreft aard aansprakelijkheid gaat aansprakelijkheid onrechtmatige daad namelijk herroepen primaire besluit betreft aard schade zaakschade verslag binnentreden opgemaakt augustus blijkt voordeur appellant moment hercontrole binnentreden geforceerd inspecteur lid beide politieagenten forceren deur gehandeld ter uitvoering primaire onrechtmatige besluit besluit deur geforceerd genoemde schade ontstaan situatie waarin politie districtsinspecteur lid uitvoering last gedragingen verricht voorzienbaar zouden verweerder oordeel college sprake college betrekt hierbij toezichtrapport blijkt appellant districtsinspecteur politieagenten tijdens eerste controle augustus wilde binnenlaten ambtenaar politie machtiging binnentreden liet zien appellant geroepen twee uur terug zouden komen arrestatieteam moesten komen betrekt college hierbij controle overleg tussen districtsinspecteur lid rvo rvo tijdens overleg districtsinspecteur lid toestemming gegeven maatregel voeren hercontrole blijken appellant hond dierenarts aangeboden operatie college oordeel verweerder gelet houding appellant eerste controle uitlating inspecteur lid politieambtenaren hercontrole arrestatieteam moesten komen voorzien appellant hercontrole vrijwillig deur openen politie deur zichzelf rechtmatig moeten forceren toegang woning krijgen last onder bestuursdwang uitvoeren omstandigheid uitvoeringshandelingen lid inspecteur politieagenten zichzelf onrechtmatige daad vordering schadevergoeding burgerlijke rechter ten grondslag gelegd hadden laat vastgestelde causaal verband tussen schade onrechtmatige primaire besluit onverlet,1
22,grond artikel eerste lid aanhef onder d awb dient verzoekschrift opgave aard geleden lijden schade bevatten zover redelijkerwijs mogelijk bedrag schade specificatie daarvan grond artikel bw rechter bevoegdheid schade begroten waarbij omvang schade wordt geschat nauwkeurig vastgesteld hiervoor,8
22,genoemde verklaring naam blijkt augustus s avonds woning appellant begeven zag voordeur ontzet slot opengebroken voordeur slot appellant toelichting verweerder schade hersteld samen vriend verklaring naam aannemelijk gemaakt slot kapot vervangen moest verweerder betwist college acht schatting bedrag realistische vergoeding daarvoor betrekking deur kozijn deur intercom bel schilderij overhemd appellant alleen gesteld hieraan schade toegebracht geheel toegelicht onderbouwd bijvoorbeeld middel foto s waaruit schade precies bestaat welke werkzaamheden verricht c q nodig schade herstellen welke kosten hiermee zouden gemoeid appellant ten aanzien hiervan gestelde schade geenszins onderbouwd zodat schade vergoeding aanmerking komt college verzoek schadevergoeding daarom slechts toewijzen zover betrekking slot bedrag,1
22,betreft verzoek vergoeding kosten voeren verweer proceskosten bestaande onder kosten vervoer portokosten telefoonkosten stelt college vast appellant kosten gespecificeerd bewijsstukken onderbouwd waardoor onder onduidelijk welke kosten posten precies betrekking vergoeding kosten partij verband behandeling beroep verzoek schadevergoeding redelijkerwijs moeten maken slechts toepassing artikel awb plaatsvinden limitatief forfaitair karakter vergoeding kosten langs weg artikel awb plaats appellant aanmerking komt vergoeding proceskosten voet artikel awb komt hierna orde immateriële schade,8
22,betrekking immateriële schade appellant stelt geleden overweegt college artikel eerste lid aanhef onder b bw volgt benadeelde nadeel vermogensschade bestaat recht billijkheid vast stellen schadevergoeding indien benadeelde eer goede naam aangetast wijze persoon aangetast bepaling bedoelde aantasting persoon wijze ieder geval sprake indien benadeelde partij geestelijk letsel opgelopen degene hierop beroept voldoende concrete gegevens moeten aanvoeren waaruit volgen verband omstandigheden geval psychische schade ontstaan daartoe vereist objectieve maatstaven bestaan geestelijk letsel vastgesteld college verwijst hierbij uitspraak afdeling bestuursrechtspraak raad state juli ecli nl rvs overzichtsarrest hoge raad mei ecli nl hr onder,0
22,vereiste bestaan geestelijk letsel objectieve maatstaven vastgesteld houdt daarvan slechts sprake indien gaat psychiatrie erkend ziektebeeld evenmin geestelijk letsel slechts psychiater psycholoog vastgesteld college verwijst hierbij uitspraak hoge raad juni ecli nl hr,0
22,ter onderbouwing verzoek vergoeding immateriële schade appellant twee verklaringen gezondheidspsycholoog september september ingebracht verklaring september vermeldt appellant last depressies deel oorsprong vinden trauma s appellant leven ondervonden eén traumatische ervaringen optreden lid augustus aangaande hond wijze waarop hond omgegaan geven appellant regelmaat ptss klachten klachten brengen appellant depressieve episodes verklaring september vermeldt appellant gang zaken omtrent mishandeling hond regelmaat depressief voelt twijfelt zin bestaan,1
22,college oordeel appellant stukken aannemelijk gemaakt gevolg onrechtmatige primaire besluit sprake geestelijk letsel aantasting persoon wijze aangemerkt aanleiding verweerder dragen hierdoor geleden immateriële schade vergoeden college acht gelet aard ernst letsel aanmerking nemend verklaring gezondheidspsycholoog september voren komt geestelijke problematiek oorzaken kent vergoeding billijk,1
22,zover appellant betoogd schade geleden eer goede naam aangetast overweegt college appellant enkele nader onderbouwde stelling aannemelijk gemaakt,1
22,betrekking immateriële schade naam geleden onrechtmatige besluit overweegt college stelsel wet waaronder artikel artikel bw meebrengt appellant vordering gelde maken vergoeding nadeel hond geleden,1
22,vorenstaande volgt college verzoek schadevergoeding toewijst bedrag totaal vermeerderd wettelijke rente vanaf augustus moment waarop schade ingetreden datum uitbetaling proceskosten,8
22,college ziet aanleiding proceskostenveroordeling verband beroep bestreden besluit,0
22,college ziet aanleiding verweerder veroordelen vergoeding verband verzoek schadevergoeding gemaakte kosten uitsluitend appellant gemaakte kosten vervoer zoals hierna nader wordt toegelicht,9
22,appellant gevraagd vergoeding gemaakte kosten voeren verweer proceskosten bestaande kosten vervoer uren telefoongesprekken alsmede kosten versturen brieven faxen kosten voeren verweer vergoeding aanmerking komen ingevolge artikel aanhef onder a besluit proceskosten bestuursrecht bpb veroordeling proceskosten bedoeld artikel awb uitsluitend betrekking kosten derde beroepsmatig verleende rechtsbijstand appellant procedure eigen belangen behartigd waarmee derde rechtsbijstand verleend daarnaast biedt bpb grondslag vergoeding portokosten binnenlandse telefoongesprekken zodat kosten evenmin vergoeding aanmerking komen,9
